SNo,IsBadBuy,VehicleAge,VehOdo,ARCP,VehBCost,WarrantyCost
3678,0,3,2,4,1,1
3679,0,1,2,4,2,1
3680,0,2,2,1,0,2
3681,0,2,3,0,0,1
3682,1,1,1,2,1,0
3683,0,2,1,1,1,0
3684,0,1,1,4,3,1
3685,0,3,1,1,0,2
3686,0,1,2,3,2,3
3687,0,2,2,4,2,3
3688,1,1,1,2,0,1
3689,0,3,2,2,1,3
3690,1,2,0,1,0,0
3691,0,1,2,3,1,1
3692,0,1,2,3,2,2
3693,0,1,2,4,3,1
3694,0,2,2,3,1,1
3695,0,2,2,4,2,2
3696,0,1,2,0,1,1
3697,0,1,1,4,2,1
3698,0,1,2,2,1,1
3699,0,1,1,4,3,0
3700,0,2,2,2,1,1
3701,0,1,1,4,1,0
3702,0,4,2,2,1,1
3703,0,2,3,4,0,2
3704,1,1,2,4,2,2
3705,0,1,2,4,1,1
3706,0,1,2,4,1,2
3707,0,3,2,4,3,2
3708,0,1,2,4,3,3
3709,0,2,2,4,3,2
3710,0,3,3,3,3,2
3711,0,2,2,2,0,2
3712,0,1,0,4,2,0
3713,0,1,2,4,1,3
3714,0,1,0,2,1,0
3715,0,3,3,3,3,2
3716,0,1,1,2,1,0
3717,0,4,1,2,0,2
3718,0,1,3,4,2,1
3719,0,4,3,1,0,2
3720,0,2,1,2,1,1
3721,1,4,3,1,0,2
3722,0,1,3,4,1,3
3723,0,1,1,3,2,2
3724,0,1,2,3,1,2
3725,0,1,2,2,1,1
3726,0,1,2,4,2,2
3727,0,3,3,4,1,2
3728,0,1,3,3,1,3
3729,0,2,3,4,3,2
3730,0,2,3,3,3,3
3731,0,1,2,4,1,2
3732,0,2,2,3,3,2
3733,0,1,2,4,2,1
3734,0,2,2,2,0,2
3735,0,0,1,3,2,1
3736,0,4,3,1,0,4
3737,0,2,3,4,2,2
3738,0,3,3,1,0,4
3739,0,3,2,3,0,1
3740,0,2,1,3,1,1
3741,0,2,2,1,0,0
3742,0,2,2,3,2,1
3743,0,2,2,4,2,2
3744,0,2,1,2,1,1
3745,0,2,2,1,1,1
3746,0,4,2,1,0,4
3747,0,1,2,3,0,0
3748,0,1,2,4,3,2
3749,0,2,2,4,1,4
3750,0,2,1,3,1,0
3751,0,2,2,4,3,1
3752,1,2,1,3,1,1
3753,0,2,3,4,3,3
3754,0,1,2,4,3,2
3755,0,1,2,2,1,1
3756,0,2,2,4,3,2
3757,0,1,1,3,0,1
3758,0,2,3,3,0,2
3759,0,2,3,3,0,1
3760,0,3,3,4,2,2
3761,0,1,2,2,0,1
3762,0,2,1,1,0,1
3763,0,1,2,4,2,1
3764,0,2,3,4,2,1
3765,0,1,2,3,1,3
3766,0,1,1,3,1,0
3767,1,2,3,3,0,1
3768,1,1,2,4,1,2
3769,0,1,3,4,3,2
3770,0,2,2,4,3,3
3771,0,1,3,4,2,2
3772,0,0,1,3,1,1
3773,0,2,3,4,4,1
3774,1,2,3,2,0,1
3775,0,1,1,4,2,0
3776,0,2,3,4,2,1
3777,0,2,3,3,1,1
3778,0,1,1,3,2,1
3779,0,1,3,4,2,1
3780,1,2,2,3,2,1
3781,0,3,3,3,3,2
3782,0,0,1,4,2,1
3783,0,4,3,1,0,1
3784,0,4,1,2,0,2
3785,1,3,2,4,3,2
3786,0,2,3,4,2,2
3787,0,3,2,3,1,1
3788,0,1,3,4,3,1
3789,0,3,4,2,0,3
3790,0,3,3,3,1,2
3791,0,2,2,4,1,1
3792,1,1,2,4,4,2
3793,0,3,2,1,0,1
3794,0,2,2,4,1,2
3795,0,2,2,4,3,1
3796,0,2,3,4,2,2
3797,0,2,2,4,2,0
3798,0,3,3,4,4,1
3799,0,3,2,1,0,2
3800,0,1,3,4,3,3
3801,0,2,1,2,1,1
3802,0,2,2,4,2,2
3803,0,2,2,2,1,2
3804,0,1,2,4,3,2
3805,0,2,3,3,1,3
3806,0,3,3,1,0,4
3807,0,2,2,4,3,1
3808,0,2,3,4,3,1
3809,0,2,3,4,2,2
3810,0,1,2,4,2,3
3811,0,2,2,4,3,2
3812,0,3,3,4,3,2
3813,0,1,3,2,0,2
3814,1,3,2,4,3,2
3815,0,2,3,1,0,1
3816,0,2,2,0,3,2
3817,0,2,2,4,2,2
3818,1,2,2,1,0,2
3819,0,2,3,4,3,2
3820,0,1,2,4,3,1
3821,0,0,1,4,2,0
3822,0,3,2,4,2,0
3823,0,1,2,4,3,2
3824,0,1,2,4,1,2
3825,0,1,1,4,2,2
3826,0,2,2,4,2,1
3827,0,2,2,4,2,1
3828,0,2,4,3,0,1
3829,0,2,2,2,0,2
3830,0,2,2,2,1,0
3831,0,1,2,4,2,3
3832,1,3,2,2,0,0
3833,0,1,3,4,2,2
3834,0,3,2,4,3,1
3835,0,3,2,2,1,3
3836,0,2,2,3,1,1
3837,0,2,2,3,1,1
3838,0,2,3,3,1,3
3839,0,2,2,3,0,1
3840,0,1,3,4,3,2
3841,0,2,2,3,0,3
3842,0,3,2,3,1,2
3843,1,2,2,1,0,2
3844,0,2,3,4,4,2
3845,0,3,3,3,1,2
3846,0,1,2,3,1,1
3847,0,2,3,3,1,2
3848,1,2,2,1,0,0
3849,0,2,3,4,3,3
3850,0,1,2,4,3,3
3851,0,2,3,2,0,2
3852,0,2,2,4,3,2
3853,0,2,3,4,3,3
3854,1,1,2,4,2,1
3855,0,1,1,2,0,0
3856,0,3,2,1,0,1
3857,0,1,3,4,1,3
3858,0,3,3,2,0,2
3859,0,0,1,4,3,1
3860,0,3,2,2,0,2
3861,0,3,2,2,0,1
3862,0,3,3,2,1,1
3863,1,3,3,4,4,1
3864,0,1,1,4,2,1
3865,0,2,2,2,1,2
3866,0,1,2,4,3,2
3867,0,3,1,4,2,0
3868,0,1,2,4,4,2
3869,0,1,2,3,2,1
3870,0,2,1,1,0,1
3871,0,3,2,2,0,1
3872,0,2,1,4,1,1
3873,1,1,2,4,3,1
3874,0,1,3,4,3,2
3875,0,2,1,4,4,0
3876,0,1,2,4,1,2
3877,0,2,3,4,3,2
3878,0,2,3,4,4,1
3879,0,2,1,3,1,0
3880,0,2,1,3,1,0
3881,0,2,3,3,2,3
3882,0,1,2,3,1,2
3883,0,2,3,4,1,2
3884,0,1,3,4,3,3
3885,0,0,0,4,2,1
3886,0,1,1,4,3,1
3887,0,2,3,4,2,2
3888,0,2,2,4,1,1
3889,0,4,2,1,0,3
3890,0,2,3,4,1,3
3891,0,1,2,4,3,1
3892,0,1,3,4,1,2
3893,0,0,1,3,2,1
3894,0,3,3,3,1,1
3895,0,2,2,2,0,2
3896,0,1,2,4,1,1
3897,0,3,2,1,1,3
3898,0,1,3,4,3,1
3899,0,2,3,4,2,3
3900,0,2,3,2,1,2
3901,0,1,1,4,2,1
3902,0,3,2,2,2,3
3903,1,2,3,1,1,3
3904,0,2,2,2,1,1
3905,0,2,3,3,1,2
3906,0,1,2,4,2,2
3907,0,1,2,4,2,0
3908,0,2,0,2,1,0
3909,0,1,1,4,3,1
3910,1,3,2,1,1,1
3911,0,2,2,3,2,2
3912,0,2,1,4,3,2
3913,0,2,2,4,2,2
3914,1,1,2,2,1,1
3915,0,1,1,4,1,1
3916,0,3,3,4,3,1
3917,0,0,1,3,2,0
3918,0,1,3,4,4,2
3919,0,2,2,4,3,2
3920,0,1,2,4,2,3
3921,0,2,2,4,3,2
3922,1,2,3,2,0,1
3923,0,2,2,4,3,2
3924,1,1,2,4,1,1
3925,0,3,2,0,1,1
3926,0,3,2,3,1,2
3927,0,2,2,1,0,1
3928,1,1,1,4,3,1
3929,0,1,2,4,3,1
3930,0,3,2,2,1,3
3931,1,1,2,4,3,2
3932,0,1,2,4,2,1
3933,0,2,3,3,1,2
3934,1,3,3,2,0,1
3935,1,3,1,4,3,0
3936,0,2,3,4,3,2
3937,1,2,3,4,2,1
3938,1,1,3,2,0,2
3939,0,2,2,3,3,3
3940,0,0,1,3,2,0
3941,0,0,1,3,1,1
3942,0,2,3,4,2,3
3943,0,2,2,3,0,1
3944,0,2,3,4,2,2
3945,0,2,2,2,1,0
3946,1,3,2,3,1,2
3947,1,2,3,2,0,1
3948,0,2,3,4,3,1
3949,0,2,2,3,1,0
3950,0,2,2,4,3,3
3951,0,2,2,2,1,1
3952,0,3,0,3,1,1
3953,0,3,0,1,0,1
3954,0,3,3,4,2,4
3955,0,2,4,3,0,1
3956,0,1,1,3,1,0
3957,0,2,2,3,1,1
3958,1,3,3,4,2,2
3959,0,2,2,1,1,1
3960,0,2,2,4,1,2
3961,0,1,1,3,1,0
3962,0,2,3,3,2,2
3963,0,2,3,2,0,3
3964,0,2,2,3,1,1
3965,0,2,2,4,3,1
3966,0,3,2,1,0,1
3967,0,2,0,3,1,0
3968,0,1,2,4,2,3
3969,0,2,3,3,1,1
3970,0,1,2,3,1,1
3971,0,2,3,3,1,0
3972,0,1,2,4,2,1
3973,0,2,2,4,3,0
3974,0,1,3,4,3,2
3975,0,2,2,3,2,0
3976,0,2,3,4,2,2
3977,0,1,2,4,2,3
3978,0,2,2,3,3,2
3979,0,2,2,2,1,1
3980,0,2,3,4,2,2
3981,0,1,2,4,2,2
3982,0,1,2,3,2,1
3983,0,2,3,4,3,3
3984,0,2,2,1,0,1
3985,0,3,2,3,1,1
3986,0,1,3,4,2,2
3987,1,1,3,4,3,2
3988,0,2,2,3,1,1
3989,0,1,2,4,3,2
3990,0,2,2,4,1,2
3991,0,2,3,3,0,0
3992,0,2,2,4,3,1
3993,0,2,2,4,1,2
3994,0,2,1,3,1,1
3995,0,1,2,2,0,0
3996,0,2,2,4,3,1
3997,0,2,2,4,2,2
3998,0,2,1,3,1,0
3999,0,2,2,3,1,2
4000,0,0,0,4,4,1
4001,1,3,3,3,0,4
4002,1,3,3,3,1,1
4003,0,2,3,3,0,1
4004,0,1,1,4,3,1
4005,0,1,2,4,3,1
4006,0,2,1,1,1,0
4007,0,1,2,4,3,0
4008,0,2,2,2,1,3
4009,0,1,2,4,3,1
4010,0,3,1,1,0,1
4011,0,1,1,4,3,1
4012,1,1,2,3,1,1
4013,0,0,2,4,3,3
4014,0,2,3,4,3,2
4015,0,2,3,3,1,2
4016,0,2,2,4,3,2
4017,1,3,2,2,0,1
4018,1,3,3,2,0,4
4019,0,3,2,3,1,2
4020,0,2,1,1,1,1
4021,0,1,3,4,3,3
4022,0,2,2,4,2,1
4023,1,2,3,2,1,3
4024,0,1,1,4,2,1
4025,1,1,2,4,2,2
4026,0,2,3,3,2,1
4027,0,2,1,2,3,0
4028,0,3,3,4,2,2
4029,0,1,2,4,3,0
4030,0,2,2,4,2,0
4031,0,2,2,3,1,0
4032,0,1,2,4,2,1
4033,0,3,1,3,2,0
4034,0,3,1,3,2,1
4035,0,2,2,3,2,2
4036,1,2,2,0,1,3
4037,0,3,1,1,0,2
4038,0,2,2,4,2,1
4039,0,1,2,4,4,1
4040,0,2,1,3,2,1
4041,0,0,1,4,3,1
4042,0,1,1,4,1,1
4043,0,1,1,4,3,0
4044,0,2,2,3,0,2
4045,0,2,2,3,1,0
4046,0,1,2,4,1,1
4047,1,3,3,3,1,2
4048,0,1,2,3,1,1
4049,0,2,2,2,1,1
4050,0,1,1,4,3,1
4051,0,2,2,4,3,1
4052,0,4,1,2,1,1
4053,0,2,1,2,1,2
4054,0,3,1,2,1,2
4055,0,2,2,2,0,1
4056,0,1,1,3,1,0
4057,0,2,3,4,1,1
4058,0,1,2,4,2,1
4059,0,2,2,2,0,2
4060,0,3,1,4,3,0
4061,0,3,1,3,2,2
4062,0,1,1,3,1,1
4063,1,2,2,2,1,1
4064,0,1,3,4,2,2
4065,0,3,3,3,1,3
4066,0,2,3,4,2,2
4067,0,2,1,4,4,0
4068,0,2,3,2,0,2
4069,0,1,3,4,2,2
4070,0,3,0,1,0,1
4071,1,1,1,3,1,0
4072,1,2,2,4,2,1
4073,0,2,2,4,2,2
4074,0,2,3,3,1,2
4075,0,4,1,2,0,2
4076,0,2,2,2,1,2
4077,0,3,3,3,0,2
4078,0,3,3,4,3,3
4079,0,2,2,2,1,2
4080,0,1,1,2,1,1
4081,1,2,2,2,1,1
4082,0,1,2,3,1,1
4083,0,1,2,3,2,2
4084,0,0,1,4,3,0
4085,0,2,2,2,1,2
4086,0,1,3,4,3,0
4087,0,1,1,3,1,0
4088,0,3,2,3,3,2
4089,0,2,2,1,0,1
4090,0,1,2,4,1,2
4091,0,1,2,4,3,3
4092,1,2,3,3,0,0
4093,1,3,3,1,0,4
4094,0,1,3,4,2,3
4095,0,0,1,3,2,1
4096,0,2,1,4,1,1
4097,1,2,2,3,1,0
4098,0,3,2,1,1,3
4099,0,2,2,3,2,0
4100,0,0,3,4,2,3
4101,0,2,2,2,1,2
4102,0,2,2,2,0,4
4103,0,2,1,4,4,0
4104,0,2,1,3,3,4
4105,0,2,3,1,0,2
4106,1,2,2,3,1,2
4107,0,1,2,4,2,3
4108,0,1,2,4,4,2
4109,1,1,1,3,1,1
4110,0,1,2,3,1,3
4111,0,2,3,4,2,2
4112,0,2,2,4,3,2
4113,0,1,2,2,1,2
4114,0,1,2,3,2,3
4115,0,4,2,3,3,2
4116,1,3,2,2,2,3
4117,0,1,2,4,1,1
4118,0,3,2,2,1,2
4119,0,2,1,1,1,0
4120,0,1,1,4,2,1
4121,0,2,2,4,2,0
4122,0,0,1,3,1,1
4123,0,1,2,3,1,1
4124,0,4,3,2,1,1
4125,0,2,3,4,4,2
4126,0,1,3,4,1,2
4127,0,2,0,3,1,0
4128,0,3,3,2,1,2
4129,0,3,2,3,3,1
4130,0,2,2,3,2,2
4131,0,2,2,4,2,1
4132,0,3,2,2,1,1
4133,0,2,2,4,2,2
4134,0,0,2,4,2,3
4135,0,2,3,4,4,2
4136,0,3,3,2,2,2
4137,0,1,2,4,3,2
4138,0,2,2,4,3,2
4139,0,1,2,4,2,2
4140,0,1,1,4,3,0
4141,0,1,1,3,2,0
4142,0,2,2,1,0,3
4143,0,1,2,4,1,3
4144,0,3,3,3,3,2
4145,0,1,2,4,2,3
4146,0,3,2,3,1,1
4147,0,1,3,4,3,3
4148,0,2,1,2,1,0
4149,0,2,2,4,2,2
4150,0,3,2,4,3,2
4151,0,1,2,3,0,0
4152,0,0,1,3,2,0
4153,0,2,2,4,3,1
4154,0,4,2,3,1,3
4155,0,4,2,3,0,1
4156,0,3,3,3,1,1
4157,0,3,1,2,1,0
4158,0,2,2,4,4,2
4159,1,2,2,4,0,1
4160,0,1,3,2,0,1
4161,0,3,2,1,0,2
4162,0,3,3,3,1,3
4163,0,1,2,3,1,2
4164,0,2,3,4,3,2
4165,1,2,3,4,2,2
4166,0,2,3,4,1,0
4167,0,2,3,4,3,3
4168,0,2,2,3,2,3
4169,0,0,1,4,2,0
4170,0,2,3,3,1,3
4171,0,3,3,3,1,3
4172,0,2,3,1,1,2
4173,0,4,3,1,0,2
4174,1,3,3,2,0,1
4175,0,1,1,4,2,0
4176,0,3,2,2,0,1
4177,0,2,2,3,1,1
4178,0,1,3,4,4,0
4179,0,1,2,4,2,2
4180,0,2,2,2,1,1
4181,0,2,2,2,1,0
4182,1,1,1,4,1,1
4183,0,3,3,2,0,4
4184,0,2,1,1,0,1
4185,0,2,3,2,1,2
4186,0,1,3,2,0,2
4187,0,1,2,4,2,0
4188,0,2,2,4,1,2
4189,0,1,3,4,1,2
4190,0,2,2,3,0,0
4191,0,0,1,3,3,1
4192,0,2,3,2,0,2
4193,0,1,1,2,0,0
4194,1,4,3,1,0,4
4195,0,3,1,0,3,1
4196,0,2,1,4,3,1
4197,0,2,2,4,3,1
4198,0,1,2,2,0,2
4199,0,1,1,4,2,1
4200,0,3,2,3,1,1
4201,0,2,1,2,1,0
4202,1,2,0,3,0,1
4203,0,2,2,1,1,1
4204,0,2,2,1,1,0
4205,0,2,2,2,1,1
4206,0,3,2,4,3,2
4207,1,2,1,3,1,0
4208,0,2,2,3,1,1
4209,1,1,0,2,1,1
4210,0,4,2,2,1,2
4211,0,2,2,1,0,1
4212,0,2,3,3,1,3
4213,0,1,2,4,2,3
4214,0,1,2,3,1,0
4215,0,2,1,2,0,0
4216,0,3,2,2,1,1
4217,0,1,1,3,1,0
4218,0,2,2,3,2,2
4219,1,3,3,4,3,3
4220,0,4,1,1,0,1
4221,0,2,0,0,1,1
4222,0,2,3,4,2,3
4223,0,1,2,4,1,1
4224,0,2,2,2,0,1
4225,0,0,1,3,1,1
4226,0,2,2,2,0,0
4227,0,2,2,1,0,0
4228,0,1,3,4,3,3
4229,0,2,2,1,1,0
4230,0,1,1,4,3,1
4231,0,2,3,2,0,2
4232,0,1,3,4,1,3
4233,0,1,1,3,1,1
4234,0,1,2,4,3,1
4235,0,2,1,3,2,1
4236,0,1,2,3,1,1
4237,0,2,3,4,3,2
4238,0,1,3,3,1,1
4239,0,2,2,1,0,1
4240,0,1,3,3,0,2
4241,0,1,2,3,1,1
4242,0,1,2,2,1,2
4243,1,1,1,3,2,0
4244,0,4,3,2,2,3
4245,1,2,3,2,0,2
4246,0,0,1,4,3,0
4247,0,3,3,4,2,3
4248,0,2,1,2,1,0
4249,0,2,2,1,1,4
4250,0,3,3,3,0,2
4251,0,2,3,1,1,0
4252,1,3,3,3,1,2
4253,0,1,3,4,2,3
4254,0,2,2,3,1,2
4255,0,2,2,4,1,0
4256,0,2,2,3,1,1
4257,0,3,2,2,1,3
4258,0,1,2,4,1,2
4259,0,3,1,3,2,2
4260,0,0,2,4,4,0
4261,0,1,2,4,1,1
4262,0,1,2,3,2,1
4263,0,3,2,1,0,3
4264,0,0,1,4,3,1
4265,0,1,2,3,1,3
4266,1,3,3,3,1,0
4267,0,2,1,4,4,0
4268,0,1,2,4,3,0
4269,0,3,2,4,1,2
4270,0,1,2,4,2,0
4271,0,1,2,2,1,1
4272,0,3,3,2,0,1
4273,0,2,3,4,1,2
4274,0,2,1,2,1,1
4275,0,2,2,2,0,1
4276,0,3,2,1,0,3
4277,0,2,2,4,3,1
4278,0,1,2,4,3,2
4279,0,1,2,3,1,2
4280,1,3,0,3,0,1
4281,0,2,1,1,0,0
4282,0,1,2,4,2,1
4283,0,2,2,3,1,0
4284,0,2,1,2,2,1
4285,0,1,3,4,1,1
4286,0,1,2,4,4,2
4287,0,2,1,3,1,1
4288,0,2,3,3,1,2
4289,0,2,2,4,3,2
4290,0,1,2,0,1,3
4291,0,2,2,1,1,1
4292,0,1,2,1,0,0
4293,0,1,2,4,2,2
4294,0,1,2,4,3,2
4295,0,1,2,4,1,2
4296,0,1,2,3,1,2
4297,0,0,1,4,2,1
4298,0,2,2,4,3,0
4299,0,3,3,1,0,3
4300,0,1,2,4,3,2
4301,0,3,2,4,3,1
4302,0,4,3,3,2,1
4303,0,4,3,1,1,1
4304,0,1,3,4,2,3
4305,0,3,1,1,0,1
4306,0,1,2,3,1,1
4307,0,2,3,4,3,1
4308,0,2,3,3,2,3
4309,0,3,2,1,0,2
4310,0,1,1,4,3,1
4311,0,2,2,2,1,2
4312,0,2,2,3,1,1
4313,1,1,1,2,1,0
4314,0,3,2,2,1,4
4315,0,2,3,4,1,0
4316,1,3,2,2,0,2
4317,0,1,2,4,2,2
4318,0,2,3,3,1,3
4319,0,1,1,4,3,2
4320,0,2,2,1,1,3
4321,1,2,3,4,3,1
4322,0,1,2,4,1,1
4323,0,1,2,4,4,2
4324,0,2,3,4,4,2
4325,0,3,1,1,1,2
4326,0,3,3,3,3,1
4327,0,1,2,4,1,1
4328,0,2,2,1,0,1
4329,1,1,2,4,4,2
4330,0,2,2,2,1,2
4331,0,0,3,4,2,3
4332,0,2,2,4,3,1
4333,0,2,1,4,2,1
4334,0,2,3,4,4,1
4335,0,2,2,4,3,1
4336,0,2,3,3,1,1
4337,0,2,1,2,1,1
4338,1,1,1,4,3,1
4339,0,2,3,4,3,1
4340,0,1,1,4,1,1
4341,0,3,3,1,0,3
4342,0,3,3,3,0,2
4343,0,1,2,3,2,2
4344,0,2,1,4,1,1
4345,0,3,3,2,0,1
4346,0,1,2,3,1,0
4347,0,1,2,2,0,2
4348,0,2,2,4,3,2
4349,0,0,1,3,2,1
4350,0,3,3,2,1,4
4351,0,3,2,2,0,2
4352,0,1,2,4,2,3
4353,0,2,3,2,0,2
4354,0,3,3,3,1,0
4355,0,1,2,4,3,2
4356,0,3,3,2,1,2
4357,0,2,3,3,0,1
4358,0,2,3,3,1,2
4359,0,1,2,2,1,1
4360,0,1,1,4,2,0
4361,0,2,3,4,4,3
4362,0,3,3,4,2,3
4363,0,1,3,4,3,2
4364,0,3,3,2,0,1
4365,0,2,3,3,2,0
4366,0,1,2,4,1,2
4367,0,1,1,2,1,1
4368,0,2,3,4,3,3
4369,0,1,1,4,3,0
4370,0,1,1,4,3,2
4371,0,1,3,4,2,2
4372,0,2,2,4,3,0
4373,0,2,2,2,1,3
4374,0,3,3,4,3,2
4375,0,1,1,4,2,1
4376,1,2,2,2,1,2
4377,0,1,3,4,2,1
4378,0,2,3,3,2,3
4379,0,2,3,4,3,1
4380,0,1,2,3,1,1
4381,0,1,2,2,1,1
4382,0,3,2,4,3,0
4383,0,4,1,2,1,2
4384,0,3,3,4,3,0
4385,0,1,2,4,2,3
4386,1,1,2,4,2,2
4387,0,3,3,3,2,0
4388,0,2,3,0,2,3
4389,0,1,1,4,1,0
4390,0,1,2,4,2,2
4391,0,1,3,4,3,3
4392,0,2,2,3,1,1
4393,0,2,2,3,1,1
4394,0,4,3,4,3,1
4395,0,3,2,2,1,0
4396,0,2,2,3,1,2
4397,0,1,3,4,2,0
4398,0,1,2,3,1,1
4399,0,1,2,4,3,0
4400,0,1,1,4,3,0
4401,0,2,2,3,1,2
4402,0,1,1,4,1,1
4403,0,2,3,2,0,1
4404,0,1,1,4,2,2
4405,0,0,1,4,3,2
4406,0,2,3,4,2,1
4407,0,2,2,3,1,3
4408,0,2,3,3,2,2
4409,0,0,1,4,2,1
4410,0,2,2,3,1,3
4411,0,1,1,4,1,1
4412,0,3,3,4,3,3
4413,0,1,3,4,1,3
4414,0,2,2,3,1,2
4415,0,1,2,4,2,1
4416,0,2,1,4,2,1
4417,0,1,2,4,1,1
4418,0,1,2,4,2,2
4419,0,2,2,4,3,1
4420,0,1,1,4,1,1
4421,0,2,2,4,3,1
4422,0,2,2,4,2,1
4423,0,2,3,4,1,4
4424,0,1,1,2,1,1
4425,1,3,2,4,1,1
4426,0,2,2,4,3,0
4427,1,2,3,4,4,1
4428,1,3,2,3,0,4
4429,0,1,2,4,3,1
4430,0,1,1,2,1,1
4431,0,1,2,4,3,1
4432,0,3,3,1,0,3
4433,1,2,3,3,3,1
4434,1,4,4,1,0,4
4435,0,2,3,3,0,1
4436,0,1,1,4,1,1
4437,0,2,1,4,1,1
4438,0,3,1,1,0,1
4439,0,2,1,4,4,1
4440,0,2,2,3,1,2
4441,0,3,3,4,3,2
4442,0,3,3,2,0,1
4443,0,1,1,3,2,1
4444,1,2,2,2,1,0
4445,0,2,2,1,1,2
4446,0,0,2,4,3,1
4447,0,2,2,4,4,2
4448,0,2,2,3,0,1
4449,0,1,3,4,1,1
4450,0,3,3,2,1,3
4451,1,2,3,4,3,2
4452,0,1,2,4,3,2
4453,0,3,1,4,2,1
4454,0,1,1,4,1,1
4455,1,3,1,3,1,1
4456,0,2,2,4,3,2
4457,0,3,2,1,1,1
4458,0,1,2,4,3,0
4459,0,2,2,2,1,2
4460,0,1,3,4,3,2
4461,0,1,2,4,2,1
4462,0,2,3,4,1,0
4463,0,1,2,4,2,1
4464,0,1,0,4,3,1
4465,0,2,2,3,1,3
4466,0,2,2,4,3,2
4467,0,0,1,3,2,1
4468,0,2,2,4,3,0
4469,0,2,3,4,3,1
4470,0,1,2,4,3,3
4471,0,1,1,2,1,1
4472,0,1,1,4,3,1
4473,0,2,1,4,1,1
4474,0,3,2,4,2,1
4475,0,3,3,3,3,4
4476,0,1,1,3,2,2
4477,0,2,1,4,3,0
4478,0,1,2,3,1,0
4479,0,0,1,4,3,1
4480,1,3,2,2,0,3
4481,1,1,0,4,4,0
4482,0,3,3,1,0,1
4483,0,1,1,2,2,0
4484,0,1,2,4,3,1
4485,0,3,3,4,3,2
4486,0,1,1,4,1,0
4487,0,1,3,4,3,2
4488,0,4,3,4,1,4
4489,0,3,0,2,0,1
4490,0,2,2,4,3,1
4491,0,2,3,4,3,3
4492,0,2,3,1,0,1
4493,0,4,2,1,0,3
4494,0,2,2,3,1,0
4495,0,1,1,4,2,1
4496,0,1,3,3,1,2
4497,1,2,3,2,0,1
4498,0,2,2,2,2,2
4499,0,1,3,3,3,2
4500,0,1,1,4,1,1
4501,0,1,2,4,1,1
4502,0,1,1,2,1,0
4503,0,2,3,4,3,2
4504,0,3,1,1,0,4
4505,0,1,2,4,2,1
4506,0,3,1,1,0,1
4507,0,1,1,4,3,1
4508,0,2,3,4,1,1
4509,0,1,2,4,1,1
4510,0,4,1,1,1,1
4511,0,2,3,4,3,1
4512,0,2,2,3,1,1
4513,0,2,2,4,2,2
4514,0,3,0,1,0,1
4515,0,2,3,4,1,2
4516,1,3,3,4,4,2
4517,0,1,1,3,1,0
4518,0,2,2,1,0,1
4519,0,4,3,0,0,3
4520,0,3,3,1,0,2
4521,0,1,3,4,1,1
4522,0,1,1,2,1,1
4523,1,2,3,3,1,2
4524,0,2,3,3,1,1
4525,0,1,3,4,2,4
4526,0,3,2,2,1,2
4527,0,1,2,4,4,1
4528,0,1,2,4,2,3
4529,0,1,2,4,2,3
4530,0,1,2,4,2,2
4531,0,3,2,1,0,2
4532,0,2,2,3,1,1
4533,0,1,1,4,1,0
4534,0,2,1,4,4,2
4535,0,2,1,1,0,0
4536,0,0,1,3,2,1
4537,0,1,2,4,2,2
4538,0,2,1,2,1,1
4539,0,3,3,4,3,3
4540,0,1,2,4,2,1
4541,1,1,2,2,1,2
4542,0,1,1,0,1,1
4543,0,2,3,4,3,1
4544,0,2,2,2,0,2
4545,0,1,2,4,3,2
4546,0,1,2,4,2,1
4547,0,1,2,4,4,1
4548,0,3,2,1,0,1
4549,0,1,1,4,2,2
4550,0,2,2,3,1,1
4551,0,3,1,1,0,2
4552,0,2,3,4,2,2
4553,0,1,2,3,2,1
4554,0,3,3,2,0,2
4555,1,2,2,4,2,0
4556,1,2,3,3,2,3
4557,0,2,2,4,1,2
4558,0,1,3,4,1,2
4559,1,1,2,4,1,2
4560,0,1,2,4,2,3
4561,0,2,3,4,1,0
4562,1,2,2,2,0,0
4563,0,2,3,2,1,2
4564,0,1,2,4,2,1
4565,0,2,3,4,1,3
4566,0,2,3,4,2,1
4567,0,1,2,4,3,2
4568,0,1,1,2,1,1
4569,0,1,2,4,1,1
4570,0,3,1,3,0,1
4571,0,2,2,1,1,3
4572,0,1,3,3,1,1
4573,0,1,3,4,1,3
4574,0,1,1,2,1,1
4575,0,2,2,1,1,3
4576,0,2,2,3,2,1
4577,0,2,2,2,1,0
4578,0,2,2,4,4,1
4579,0,1,1,4,1,0
4580,0,3,2,1,1,2
4581,0,1,3,4,3,2
4582,0,1,2,3,1,3
4583,0,1,2,3,1,1
4584,0,1,2,2,0,0
4585,0,0,1,4,2,0
4586,0,1,2,0,1,3
4587,1,2,2,4,2,2
4588,0,3,3,2,1,1
4589,0,2,3,4,1,0
4590,0,3,3,4,4,2
4591,0,2,2,1,0,2
4592,0,1,2,0,3,0
4593,0,3,2,4,3,1
4594,0,1,3,4,1,3
4595,0,3,3,2,0,1
4596,0,2,2,3,3,1
4597,0,2,3,4,1,3
4598,0,1,3,4,3,2
4599,1,2,2,3,2,2
4600,0,2,2,4,3,3
4601,0,1,1,4,3,1
4602,0,1,3,4,1,2
4603,0,1,2,4,3,1
4604,0,3,3,3,1,0
4605,0,2,3,4,3,3
4606,0,1,2,4,1,1
4607,0,1,3,4,2,3
